품목별,항목,단위,2020.01 월,2020.02 월,2020.03 월,2020.04 월,2020.05 월,2020.06 월,2020.07 월,2020.08 월,2020.09 월,2020.10 월,2020.11 월,2020.12 월,2021.01 월,2021.02 월,2021.03 월,2021.04 월,2021.05 월,2021.06 월,2021.07 월,2021.08 월,2021.09 월,2021.10 월,2021.11 월,2021.12 월,2022.01 월,2022.02 월,2022.03 월,2022.04 월,2022.05 월,2022.06 월
"기관 및 모터,비전기식:달리 명시되지 않은 기관",수입액[천달러],천달러,200942,98596,94458,212273,156555,110557,136199,121037,183701,193607,78195,193831,133171,90974,227941,143446,175543,122492,113890,130925,154851,142892,88527,145847,71370,148282,150264,164308,138284,110381
달리 명시되지 않은 회전전기장치 및 그 부분품,수출액[천달러],천달러,129279,140791,143228,107755,86489,116021,152627,139430,169249,162743,174726,198106,159967,152028,168267,159605,176711,159260,189748,139318,155162,174548,154834,207358,188462,165597,190177,175332,199896,202736
달리 명시되지 않은 회전전기장치 및 그 부분품,수입액[천달러],천달러,243428,156030,236814,246970,206814,192858,202393,241286,257614,299834,375483,298596,257629,312633,281193,334773,328142,221666,349374,360378,393453,395405,518065,393786,437946,374235,347431,339917,343839,418113
달리 명시되지 않은 기타 동력발생기계 및 부분품,수출액[천달러],천달러,64200,100495,73027,70144,62739,94980,55381,77422,94998,60232,71316,84751,79743,80119,84421,82446,86779,73241,81105,113978,65024,110424,106387,104899,98282,49983,68813,55490,59985,54546
달리 명시되지 않은 기타 동력발생기계 및 부분품,수입액[천달러],천달러,34075,27190,35323,36861,28084,35363,32826,30931,40244,29388,41522,36999,33598,34524,44149,44178,35528,42965,45152,36462,39380,43322,42680,56089,36824,35038,45934,44377,55126,42640
특수산업용 기계,수출액[천달러],천달러,1897368,1661187,1928166,1875943,1652368,1735988,1780146,1582355,1770709,1741033,1818219,1999176,1835932,1960767,2384602,2272072,2108978,2263874,2069601,2003284,2038219,1993698,2302283,2428170,1884152,1670908,1927762,1732146,1715748,1737706
특수산업용 기계,수입액[천달러],천달러,1125868,1467117,2214331,1687065,2087833,2238644,2253885,1600605,1618807,1457856,1803230,2519112,2881357,2156238,2901222,3170804,2471899,2502334,2702345,1944197,1847809,1797226,2207928,2638786,1641841,1591047,1821739,1508169,2083826,2068962
농업용 기계 및 그 부분품,수출액[천달러],천달러,8885,6592,8578,9067,5682,7210,8589,6383,8994,6624,8982,12934,8430,9159,10483,8182,9190,10214,9142,8295,9166,9298,10881,9635,12347,7725,12048,8239,8093,8715
농업용 기계 및 그 부분품,수입액[천달러],천달러,19537,33109,35948,37971,28442,27025,39598,33655,40954,17143,17619,22231,21089,31353,43421,41672,29580,38171,34589,36317,36446,24145,16989,25336,30470,47539,43999,46662,36564,31946
트랙터,수출액[천달러],천달러,51429,55270,53384,45169,39717,50101,56443,45633,65204,61762,56064,77674,80661,77232,82549,80167,73755,82515,84696,65565,72951,90634,101802,117790,123455,75690,80571,104562,97091,94875
트랙터,수입액[천달러],천달러,21848,14131,14845,18372,4706,9652,5203,5619,20861,11567,8942,14973,10716,16527,29147,21006,10870,14999,8393,5839,14242,8539,11218,18927,17513,20644,27970,14302,5766,6312
토목공사용 장치,수출액[천달러],천달러,400615,446590,445159,348822,263249,291679,320152,259447,364962,363896,393458,423967,468072,442242,533052,520117,492634,536069,493988,398168,444192,499046,545922,535864,548751,502967,510829,465230,495544,529913
토목공사용 장치,수입액[천달러],천달러,53474,47647,60303,58880,48115,53319,52998,44803,46923,61101,57834,54415,66210,70972,85055,88094,82810,102701,80981,73859,75860,74267,82424,129097,108350,78129,86649,68769,84814,88139
섬유 및 가죽용 기계류 및 달리 명시되지 않은 동부분품,수출액[천달러],천달러,137735,126670,146122,87006,81952,142736,170485,145444,169279,176516,166563,174034,157895,157010,178811,195783,199532,235947,241336,185947,224572,230154,211549,210669,203171,197718,191046,190494,214989,151894
섬유 및 가죽용 기계류 및 달리 명시되지 않은 동부분품,수입액[천달러],천달러,74121,51857,67232,73407,110954,215040,280082,210563,185637,138065,120970,106928,95690,92429,85585,105174,92471,104639,89023,74773,85612,81436,84690,68268,74077,64581,69771,56010,83854,65457
종이제조 및 펄프제조기계,수출액[천달러],천달러,12413,11566,12446,10725,10136,12823,20870,10863,24576,9723,11828,13847,8993,9447,10330,11341,10130,13691,12263,12204,8525,12491,13513,14582,9961,8619,10778,10693,11370,14780
종이제조 및 펄프제조기계,수입액[천달러],천달러,12800,8796,13194,13025,11425,13152,9272,15940,18270,20926,17825,18308,11857,14381,14546,15789,12107,32030,25615,18813,21549,16131,11355,12306,10515,15617,10886,14803,13853,16675
인쇄 및 제본용기계 및 그들의 부분품,수출액[천달러],천달러,9449,5502,7009,7232,11604,5773,6032,3437,8211,4098,7279,7131,8658,8603,8702,8043,8801,5511,10568,13103,6457,4993,10386,18470,5795,7557,5434,4906,7048,4237
인쇄 및 제본용기계 및 그들의 부분품,수입액[천달러],천달러,20913,9848,11959,26334,12429,13190,8821,9756,9791,7557,18702,26416,11583,10977,15383,14223,19860,23155,26521,17138,19891,23241,25846,13869,10670,11727,21277,17936,11466,10712
식품가공기계(가정용 제외),수출액[천달러],천달러,5411,8455,5391,4321,7502,4920,7554,4324,6663,7605,4891,5294,4967,7957,6690,4452,4780,18525,12597,6619,5810,4433,5429,8395,7088,2054,6702,7577,6978,4282
식품가공기계(가정용 제외),수입액[천달러],천달러,16678,12131,16021,9190,10473,15457,18091,13609,27070,13880,22692,10841,6843,8836,16343,16851,7495,23874,15968,13660,13534,11684,19517,26668,16365,19160,14626,14438,13734,17125
특수산업용 기타 기계기구 및 달리 명시되지 않은 동부분품,수출액[천달러],천달러,1271431,1000543,1250076,1363600,1232525,1220747,1190021,1106822,1122820,1110809,1169154,1284295,1098256,1249117,1553986,1443988,1310157,1361401,1205012,1313383,1266546,1142648,1402801,1512764,973584,868577,1110354,940445,874634,929009
특수산업용 기타 기계기구 및 달리 명시되지 않은 동부분품,수입액[천달러],천달러,906496,1289597,1994828,1449885,1861289,1891807,1839820,1266660,1269301,1187617,1538646,2265001,2657369,1910763,2611742,2867994,2216706,2162765,2421256,1703798,1580676,1557785,1955888,2344314,1373881,1333651,1546563,1275248,1833774,1832597
금속공작용 기계,수출액[천달러],천달러,262804,216244,267632,270488,234590,194630,220493,172908,230209,237861,262835,278994,220252,220181,292328,272571,265618,307784,308847,292980,305148,279915,280062,343993,206333,211374,276990,238633,227927,235056
금속공작용 기계,수입액[천달러],천달러,110384,115470,139152,119077,112539,142496,132324,138220,164986,109796,126698,122871,133947,92385,145558,124482,130840,174548,147966,166429,139312,146598,136235,180649,100782,107009,110922,96844,134856,115758
금속 또는 기타재료의 절삭방식에 의한 가공공작기계,수출액[천달러],천달러,111078,110877,136329,110826,84706,97965,103970,91649,127783,113109,121076,116758,93536,115376,140935,145878,144372,155225,135314,162636,145153,137483,145618,182174,97920,108572,117719,124510,130019,117062
금속 또는 기타재료의 절삭방식에 의한 가공공작기계,수입액[천달러],천달러,61713,47138,72832,63835,63556,61966,61536,59565,62913,46594,61549,60988,74740,42935,71975,66272,72377,96593,86152,94702,73713,83078,62807,91153,51737,55030,62168,55106,59610,56379
"금속,소결한 금속탄화물 또는 서어미트의 가공기계",수출액[천달러],천달러,57510,31912,52092,34716,41910,27376,38842,15785,20197,27890,43219,65736,29410,22883,32055,45845,29911,43490,56424,40406,65740,24431,43099,55991,4703,10205,5720,8700,9996,6389
"금속,소결한 금속탄화물 또는 서어미트의 가공기계",수입액[천달러],천달러,10414,15136,17658,11221,13319,14197,15092,21575,18804,14763,13235,16798,16211,8533,14034,16405,14315,15539,17592,20477,11482,17518,28290,32843,7469,1903,3515,2183,6058,3774
731항 및 733항의 기계 전용 또는 주로 사용되는 부분품,수출액[천달러],천달러,24031,26951,29156,33246,37128,15214,19356,14759,32183,22210,22679,31407,21885,21669,30122,24876,26733,22079,21989,24572,22033,25059,31074,29021,20841,22125,29473,38271,25231,22285
731항 및 733항의 기계 전용 또는 주로 사용되는 부분품,수입액[천달러],천달러,9754,9930,11105,12626,9373,11840,10111,11185,9192,10285,9076,10767,8256,9372,11592,12973,12304,10898,13424,11560,10905,9833,13206,17216,12082,11566,14578,12218,11746,12429
"금속공작기계,달리 명시되지 않은 동 부분품",수출액[천달러],천달러,70185,46505,50055,91700,70845,54075,58325,50714,50046,74652,75861,65093,75421,60253,89216,55972,64603,86990,95121,65366,72223,92942,60271,76808,82870,70472,124077,67152,62681,89320
"금속공작기계,달리 명시되지 않은 동 부분품",수입액[천달러],천달러,28504,43266,37557,31395,26291,54494,45585,45896,74077,38154,42838,34318,34739,31545,47958,28833,31844,51518,30798,39690,43212,36168,31931,39436,29494,38511,30661,27337,57442,43176
산업용 일반기계 및 장비,수출액[천달러],천달러,1943370,1851747,1980843,1521603,1551875,1857193,1617241,1307054,1727322,1608386,1796851,2037952,1641782,1622789,1942026,1759479,1756514,1874612,1768606,1474707,1676456,1653948,1824660,1996451,1860729,1587120,1983907,1790407,1871594,1706852
산업용 일반기계 및 장비,수입액[천달러],천달러,1220834,956205,1318628,1280754,1295221,1416976,1384585,1184955,1197052,1220930,1293239,1388621,1236506,1198410,1473136,1513514,1486521,1631368,1549603,1356510,1377346,1400977,1454764,1523415,1324973,1266054,1602278,1438326,1602772,1627328
"가열 및 냉각장치,달리 명시되지 않은 동 부분품",수출액[천달러],천달러,676754,559971,570903,329396,505294,685802,339592,301042,371943,346059,370390,425499,347327,323504,420727,345699,411597,399824,397863,305088,361939,349037,461110,427311,452079,332980,401857,367623,424547,325207
"가열 및 냉각장치,달리 명시되지 않은 동 부분품",수입액[천달러],천달러,167821,120820,227257,184412,216556,265904,257175,162928,155291,182571,166845,177875,163425,181883,198611,215972,253322,282304,271217,203964,174895,182014,197768,207053,170710,177188,244674,225832,282387,265955
액체펌프와 액체엘리베이터,수출액[천달러],천달러,100869,104356,118638,89643,71264,84498,113138,81831,122561,105429,106643,146665,104643,109025,140911,114712,118377,122688,117083,91365,110362,123118,104115,131005,117560,104460,135513,123293,126552,106006
액체펌프와 액체엘리베이터,수입액[천달러],천달러,114729,96661,130182,129739,123914,138456,117601,114376,104827,123920,114631,123715,106341,97881,132097,134020,123974,137561,126199,111715,131559,140977,130084,149504,111066,111048,140224,122745,134003,138500
"액체용 이외의 펌프,공기 또는 개스입축기 및 선풍기",수출액[천달러],천달러,399073,389729,472792,337195,294275,349375,422359,343824,477927,420102,437237,488638,418255,446399,507424,487573,434902,468745,483631,397726,443174,398978,463295,527977,481544,439793,517122,477900,464296,459666
"액체용 이외의 펌프,공기 또는 개스입축기 및 선풍기",수입액[천달러],천달러,335908,263689,345614,348710,390625,397049,412056,331163,357619,318239,382807,423736,308498,305870,412825,415030,412404,430907,422562,342741,346046,340015,325861,391386,339597,337775,444402,398751,444820,458409
기계식 취급장치 및 달리 명시되지 않은 동 부분품,수출액[천달러],천달러,193110,195756,199143,187976,193839,173415,170175,128022,166124,162037,182704,202136,165806,175156,214074,194479,200515,227891,187078,192002,204481,241042,235623,251867,200347,189301,253236,251306,266511,251759
기계식 취급장치 및 달리 명시되지 않은 동 부분품,수입액[천달러],천달러,108149,77235,105206,116926,93579,100940,108098,132847,112406,135325,122451,113877,127623,105146,142513,178382,135127,180700,155147,174557,181362,167705,220461,166932,152420,131589,165711,122834,139828,179949
기타 비전기식 기계기기 및 장치,수출액[천달러],천달러,44375,66666,56335,65515,63398,84808,92546,65092,82720,72919,85188,87686,51479,64119,84107,81740,71090,103279,56892,54733,68825,79632,61840,73292,69349,61189,128466,72218,86420,80773
기타 비전기식 기계기기 및 장치,수입액[천달러],천달러,75732,67852,89218,96496,80470,94522,100306,83368,72534,72368,79664,92836,113758,83788,79654,90403,92784,92058,88882,81260,82611,80994,84099,93117,80270,71238,83877,88344,83221,83023
보올 베어링 또는 로울러 베어링,수출액[천달러],천달러,71152,69853,76857,57808,38498,42805,59994,51555,80592,74991,82085,93336,83964,77229,93113,86712,82602,79914,83905,66399,73624,72161,76940,79518,79466,78756,90493,86615,87095,76940
보올 베어링 또는 로울러 베어링,수입액[천달러],천달러,79982,65277,78002,78254,69307,74787,64081,55971,65082,69216,83556,83635,76677,74437,97192,90959,83484,96857,89832,83191,86932,92767,90765,91705,85545,75984,90731,89758,87307,93029
파이프.보일러의 동체.탱크.배트 등에 사용하는 탭,수출액[천달러],천달러,155918,155762,175704,170313,160332,206734,175026,137110,166275,162062,171769,187736,169169,150363,195827,169889,160645,174435,169745,144744,154110,155087,162736,188026,170295,148878,179201,171271,168593,162409
파이프.보일러의 동체.탱크.배트 등에 사용하는 탭,수입액[천달러],천달러,207003,160657,198723,199408,189609,214632,192596,183300,199097,191317,197365,217202,201721,208314,232422,232629,233586,241139,227623,212544,216334,234569,242009,247965,222434,215116,256805,232977,248604,251029
전동축,수출액[천달러],천달러,125225,127297,134005,103670,80371,84380,110486,93793,122069,126787,139523,169689,138282,123222,151058,132034,126705,126578,130575,99718,118198,111896,121821,142796,136629,113398,146297,126621,127691,119048
전동축,수입액[천달러],천달러,89992,67884,102248,86196,94329,92597,87668,87191,92848,87540,99203,109597,100089,96450,127488,113806,105862,119649,117794,99875,109279,115243,117183,118827,118916,104471,126428,111127,126471,107056
달리 명시되지 않은 비전기식 기계류의 부분품 및 부속품,수출액[천달러],천달러,176893,182357,176466,180085,144604,145375,133925,104785,137112,137999,221312,236567,162856,153773,134784,146642,150079,171257,141835,122934,141744,122997,137180,174659,153459,118367,131722,113559,119890,125044
달리 명시되지 않은 비전기식 기계류의 부분품 및 부속품,수입액[천달러],천달러,41517,36129,42179,40613,36833,38090,45003,33812,37348,40434,46718,46148,38374,44642,50333,42313,45980,50192,50347,46662,48330,46694,46534,56925,44015,41646,49426,45957,56131,50378
사무용 기계 및 자동자료 처리장치,수출액[천달러],천달러,896353,992245,1365157,1368254,1352734,1473229,1096011,1055069,1511360,1079308,1129213,1475659,1144930,993106,1203980,1306921,1268319,1526767,1571868,1491138,1532428,1404591,1585262,1946551,1128583,1182382,1605832,1251887,1443949,1580195
사무용 기계 및 자동자료 처리장치,수입액[천달러],천달러,1225937,832443,1176760,1136311,1107704,1061312,1137968,1158166,1248891,1198465,1252674,1365174,1586276,1167601,1489081,1286467,1315592,1188910,1346014,1195198,1376634,1166190,1313083,1631142,1947750,1590046,1666195,1280946,1352182,1333510
사무용기계,수출액[천달러],천달러,73399,67812,84313,81684,57761,64116,68141,64558,77658,65591,74530,82285,71936,75406,92094,88072,92747,110746,95335,87607,86955,80796,84839,90590,74564,71772,100233,94024,90058,85133
사무용기계,수입액[천달러],천달러,104871,70370,109104,98741,88354,100373,96782,83300,94712,83754,90559,109254,108486,103946,114936,111171,107591,97468,103121,106702,100249,94699,101869,111933,99311,92030,107041,104841,111546,101464
자동자료처리기계,수출액[천달러],천달러,39317,46260,59495,37466,40370,57096,57452,73789,56878,49555,57555,77573,46593,43895,54178,77888,55601,56831,56072,53357,82873,55894,66534,90628,59778,56285,49784,62436,68319,63503
자동자료처리기계,수입액[천달러],천달러,682510,381882,650919,700632,654119,591857,575312,560155,623194,647921,708319,798079,1017007,713928,969033,807007,864916,701414,721942,786472,790718,699571,771670,914747,1120444,953382,913158,814453,760799,738878
751항 및 752항 기계전용 부분품,수출액[천달러],천달러,783637,878174,1221348,1249104,1254603,1352017,970418,916722,1376824,964162,997128,1315800,1026400,873804,1057708,1140961,1119970,1359190,1420460,1350174,1362600,1267901,1433889,1765333,994241,1054324,1455815,1095428,1285572,1431559
751항 및 752항 기계전용 부분품,수입액[천달러],천달러,438557,380192,416737,336938,365230,369083,465874,514710,530985,466790,453797,457842,460783,349727,405112,368289,343085,390028,520951,302024,485667,371920,439544,604462,727995,544635,645995,361652,479838,493169
통신 및 녹음기기,수출액[천달러],천달러,2064767,2089179,2425689,1606130,1726798,2122139,2203587,2174923,2808132,2988131,3117309,3289601,2899963,2334891,2499210,2691648,2539443,2564670,2799945,3106939,3412700,3367514,3640137,3531508,196008,161316,198346,195125,186333,176527
통신 및 녹음기기,수입액[천달러],천달러,1711577,1217845,1772152,1695936,1674939,1587027,1757650,1458211,1520189,1828527,2061355,1942040,2091627,1497258,1771598,1927214,1644693,1462206,1719690,1803546,1701919,2558519,2218989,2044050,292091,265425,289262,279465,269745,339658
텔레비젼 수상기,수출액[천달러],천달러,113229,99133,114665,71977,51801,68780,69412,50455,52010,55904,48067,51093,43167,46971,54261,52014,53783,62875,71691,55929,74766,70850,74514,86034,75797,57642,72404,72692,74631,62306
텔레비젼 수상기,수입액[천달러],천달러,170983,79866,149521,169625,159633,146466,140848,139462,135332,159350,172900,212466,235111,188847,218501,221193,214883,199764,177832,199133,223115,220154,270184,215179,136644,134263,109156,110951,114554,135630
라디오방송용 수신기기,수출액[천달러],천달러,27565,33466,34121,15342,7506,11420,21197,21658,25528,34026,33148,31969,28693,24914,24602,17940,26281,33823,38002,26550,27860,32587,30027,31279,36655,34728,43203,41612,38817,40711
라디오방송용 수신기기,수입액[천달러],천달러,12427,5448,11482,11394,10535,8700,10922,11626,9572,11221,7419,7609,7673,4801,5550,7743,6323,7882,5820,6986,6478,6674,6895,8557,9095,6862,6288,9393,7765,10115
녹음기와 음성 재생기,수출액[천달러],천달러,13090,14832,12701,9052,7986,9720,10793,9352,14130,12418,10585,14264,12550,15209,17248,14084,13390,12742,15379,12387,14100,12630,14699,15787,11059,9261,8953,9458,6322,7971
녹음기와 음성 재생기,수입액[천달러],천달러,7855,3717,8794,10577,8676,7851,12432,6700,6687,8896,9600,11539,9023,8078,8028,11306,6979,11496,9643,9980,9962,9793,11192,9089,5141,2658,4853,3857,5280,5288
달리 명시되지 않은 통신장비,수출액[천달러],천달러,1910882,1941748,2264202,1509759,1659505,2032219,2102185,2093458,2716464,2885784,3025509,3192274,2815553,2247797,2403099,2607609,2445989,2455231,2674873,3012073,3295975,3251446,3520898,3398408,72497,59685,73786,71363,66563,65540
달리 명시되지 않은 통신장비,수입액[천달러],천달러,1520313,1128815,1602354,1504339,1496094,1424010,1593448,1300424,1368598,1649060,1871435,1710425,1839819,1295532,1539519,1686972,1416508,1243064,1526394,1587447,1462364,2321898,1930717,1811226,141211,121642,168965,155264,142146,188624
전기기계장치와 기기,수출액[천달러],천달러,9123635,9248693,10629775,8517350,9196771,9607543,9983006,10152847,11620033,10981534,10944099,11709094,10875077,10500289,12032403,11563513,12277121,13412743,13306245,13652979,14186574,13358287,14199405,14748952,11847283,11143701,13788923,11889635,12390744,12661730
전기기계장치와 기기,수입액[천달러],천달러,5296348,4984915,5818071,5272013,5501948,5473082,6200878,5909840,6165254,6521065,6430361,6557560,6395535,5809070,6856114,6833807,6816441,7008184,7362434,7574004,7543139,7605322,8490413,8645496,6591977,6379184,7052236,6979969,7285146,7579836
달리 명시되지 않은 전력기기 및 부분품,수출액[천달러],천달러,144437,164705,195881,158088,147499,168366,193449,163919,192850,175374,200308,256335,184898,190115,230810,217745,197909,219966,228828,206993,171133,172198,203938,237273,195340,207478,222113,217337,215563,233508
달리 명시되지 않은 전력기기 및 부분품,수입액[천달러],천달러,226488,151198,202798,196577,204618,221486,224352,217925,219907,215573,226207,233850,242351,207205,242715,261536,250096,260468,246955,265645,259084,268069,286411,283496,239330,240640,264471,277062,275821,290960
"전기회로의 개폐용,보호용,접속용기기",수출액[천달러],천달러,920109,890207,991470,810550,724441,808095,1001400,921300,1050451,1010828,1026698,1076615,1066024,922940,1081620,1001252,970785,1070570,1150671,1055897,1053046,1072635,1098067,1176563,960170,897064,1041326,999682,982043,938669
"전기회로의 개폐용,보호용,접속용기기",수입액[천달러],천달러,576701,485281,648759,583850,562599,593126,616647,624728,636914,652836,657066,722246,674268,608780,775026,735132,722336,739312,740969,751468,725487,750415,799115,795601,579415,547918,645658,616138,634277,625390
달리 명시되지 않은 배전용 장비,수출액[천달러],천달러,248736,251469,329474,257802,185619,234705,248667,216726,288188,270667,301184,345342,263925,260170,310509,306220,286871,303849,345582,282303,286869,319228,326060,341329,340672,295059,362667,375717,340561,334566
달리 명시되지 않은 배전용 장비,수입액[천달러],천달러,256502,179512,295741,251003,235477,250243,283960,248910,302222,292960,314536,318870,299063,253799,341580,335837,320562,320465,334449,304195,297371,289941,315761,336129,338399,283596,343692,354083,371607,368271
전기식 진단용 기기,수출액[천달러],천달러,109450,104776,132316,117286,111196,121559,115729,94970,128042,137847,148999,157606,124454,135475,153694,137791,143045,157467,152956,122300,163636,161583,169318,169140,145045,149033,185109,155630,155034,173834
전기식 진단용 기기,수입액[천달러],천달러,67952,89256,103147,102141,83713,77264,80446,69491,74969,92702,107377,92211,81888,75561,96465,84335,64389,85345,85160,84128,85242,94351,87688,115382,91370,97095,101037,78446,85679,86460
달리 명시되지 않은 가정용 전기 및 비전기장비,수출액[천달러],천달러,177766,180328,236694,187140,187384,241155,294379,286451,370226,337354,313970,306065,283639,267961,344980,347331,373460,373120,416028,346282,367010,444427,444625,395462,371003,339639,387181,393556,397095,293015
달리 명시되지 않은 가정용 전기 및 비전기장비,수입액[천달러],천달러,232570,143595,187606,228478,261693,268717,273972,245582,265301,288662,291549,293866,259441,261752,273055,313705,297986,292456,274961,267993,274773,279395,329618,289183,287386,257660,247289,260174,297661,254629
"열전자관,냉음극관 및 광전과",수출액[천달러],천달러,6553127,6662998,7665393,6066581,6972807,7072898,7077829,7444674,8303121,7852702,7760669,8310993,7809099,7614434,8581333,8306404,9069129,9942823,9698584,10466707,10931430,10037001,10734684,11152875,8857698,8389485,10573248,8792566,9415825,9844756
"열전자관,냉음극관 및 광전과",수입액[천달러],천달러,3344281,3495546,3745674,3297604,3541406,3435564,4056846,3887690,3972329,4289946,4156074,4177339,4134892,3768052,4313635,4314070,4368748,4439589,4840966,4981296,4985536,5046503,5673641,5801421,4504423,4477197,4867992,4799439,4991815,5340708
달리 명시되지 않은 전기기계 및 장치,수출액[천달러],천달러,970010,994210,1078548,919903,867825,960765,1051552,1024808,1287154,1196763,1192271,1256137,1143037,1109194,1329457,1246769,1235922,1344948,1313597,1172497,1213451,1151215,1222711,1276310,977355,865943,1017279,955148,884622,843382
달리 명시되지 않은 전기기계 및 장치,수입액[천달러],천달러,591855,440528,634346,612360,612442,626682,664654,615514,693612,688386,677552,719178,703632,633922,813637,789192,792323,870548,838976,919279,915646,876648,998179,1024284,551655,475077,582096,594627,628286,613417
도로 주행 차량,수출액[천달러],천달러,4354317,3946366,5493265,3266476,2368351,3321287,4939395,3716979,5463862,5541280,5590227,5449062,5532312,5067120,6279356,5893198,5056055,5723704,5830308,4398766,5146127,5380850,5719723,6069480,5862712,5358226,5847024,6069359,5840486,5577511
도로 주행 차량,수입액[천달러],천달러,1049005,1152549,1547993,1646327,1418631,1270259,1135930,1480412,1638954,1695217,1947533,2149915,1321105,1345267,1943425,1942900,2111755,1923207,1813723,1591293,1414091,1383933,1541376,1705061,1334933,1639729,1777788,1692434,1953093,1668194
승용자동차 및 기타의 차량,수출액[천달러],천달러,2672693,2276355,3662003,2268579,1730321,2374807,3519795,2459444,3598873,3850403,3801074,3419613,3815566,3373564,4201058,3975318,3322196,3846118,3888586,2863877,3395841,3655070,3926337,4053649,3924521,3632874,3783409,4192135,3909359,3727050
승용자동차 및 기타의 차량,수입액[천달러],천달러,529210,795334,1056644,1123122,1001801,825018,589698,1004566,1079115,1113604,1396304,1546775,791941,854315,1252744,1286294,1498909,1287107,1159429,990256,846360,882684,983984,1099085,783823,1117074,1121059,1094495,1310798,1053632
화물자동차 및 특수목적차량,수출액[천달러],천달러,127202,80397,98684,84611,38970,73950,93265,93988,153151,137373,151373,155134,141901,116079,134514,137876,139527,141513,165498,129364,123355,124561,132377,143716,121063,130769,128315,150868,200849,155511
화물자동차 및 특수목적차량,수입액[천달러],천달러,75442,26646,46824,64456,29490,20901,39862,36197,44937,65688,63510,62055,42182,44363,81289,68017,63827,56171,94857,82351,63596,33068,69626,73975,74119,51481,69051,39041,76697,60565
달리 명시되지 않은 도로주행차량,수출액[천달러],천달러,45834,34263,50602,32946,30175,32907,35702,33228,34048,24196,30434,28981,34871,27010,56288,26816,25368,51898,42256,30621,33050,43073,53579,25235,35864,31938,51030,35110,36830,47407
달리 명시되지 않은 도로주행차량,수입액[천달러],천달러,22420,8321,11447,20089,10892,5167,16216,22350,33266,26639,17737,48321,16483,28277,24830,35018,22081,25519,22032,28263,16066,9584,26915,43087,21584,13895,8638,14243,6306,14485
"722,781,782 및 783항 차량의 부분품 및 부속품",수출액[천달러],천달러,1484475,1533450,1654355,854496,548236,809002,1257144,1103877,1653041,1502025,1577003,1811931,1506378,1520986,1849496,1719348,1534579,1651783,1693442,1337459,1556881,1521141,1571883,1817269,1747412,1534518,1855405,1663134,1666156,1620929
"722,781,782 및 783항 차량의 부분품 및 부속품",수입액[천달러],천달러,350049,261913,335704,343264,265555,299328,368518,306419,371491,386291,367879,396629,363666,332451,446456,392680,376476,400859,394117,361971,360734,355224,342492,374095,339570,348470,448506,406691,409472,404602
"자동이륜차 및 자전거(동력과 비동력의 것),환자운반구",수출액[천달러],천달러,5329,5224,4130,3156,2716,2605,6063,4530,6688,5052,5900,5630,7816,5181,7504,5185,6996,4773,5638,6280,4686,4760,4834,4646,4405,2991,5153,3875,3401,5032
"자동이륜차 및 자전거(동력과 비동력의 것),환자운반구",수입액[천달러],천달러,38476,33879,59099,65462,78056,83660,86575,77963,72400,72344,63995,50243,64074,51124,89965,114519,95695,101220,92143,80283,75474,61280,72797,58992,70604,72276,82824,91918,98608,88099
